groups,projection_slack,min_group_dimensions,max_group_dimensions,singleton_model_group_slots,all_phase_kernel_mean,all_phase_kernel_sem,all_phase_mse,all_phase_l1,all_abs_mean_error,all_abs_var_error,semantic_phase_kernel_mean,semantic_phase_kernel_sem,semantic_phase_mse,semantic_phase_l1,semantic_abs_mean_error,semantic_abs_var_error,semantic_kernel_improvement,semantic_kernel_relative_improvement,within_one_se_of_best,one_se_selected
9,1,5,12,23,0.0193952489644289,0.00023114831128623337,0.002513261279091239,0.026695001870393753,0.07810229808092117,0.011354411020874977,0.018459396436810493,0.00022788166825193912,0.0019273852230980992,0.023341331630945206,0.06808481365442276,0.009404965676367283,,,True,True
